author,year,doi,mention_id,song_id,n_mentions,type,artist,title,passage,chills,notes
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00559,s00340,1,report,Imagine Dragons,Battle Cry,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00560,s00217,1,report,Eppu Normaali,Näin Kulutan Aikaa,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00561,s00088,1,report,Black Coast,TRNDSTTR (Lucian Remix),NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00562,s00792,1,report,Violet Days,So Dope,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00563,s00827,1,report,ZAYN and Taylor Swift,I Don't Wanna Live Forever,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00564,s00377,1,report,Jodi Benson,Part of Your World,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00565,s00716,1,report,Sungha Jung,Merry-Go-Round of Life,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00566,s00456b,4,report,Leonard Cohen,Hallelujah,NA,NA,Interpreted by Jeff Buckley
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00567,s00186,1,report,Dimmu Borgir,Progenies of the Great Apocalypse,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00568,s00550,1,report,NA,Scotland the Brave,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00569,s00730,1,report,The Avalanches,Extra Kings,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00570,s00180,1,report,Death Grips,Hacker,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00571,s00619,1,report,Radiohead,Scatterbrain,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00572,s00336,1,report,Idina Menzel,Defying Gravity,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00573,s00460,1,report,Les Misérables Cast,One Day More,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00574,s00775,1,report,Tool,Lateralus,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00575,s00754,1,report,The Smiths,How Soon Is Now?,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00576,s00532,1,report,Mono,Moonlight,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00577,s00335,1,report,Ibrahim Maalouf,Beirut,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00578,s00565,1,report,Ólafur Arnalds,This Place Was a Shelter,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00579,s00249,1,report,Francis and the Lights,Friends,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00580,s00010,1,report,Adele,When We Were Young,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00581,s00407,1,report,John Paul White,Simple Song,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00582,s00404,1,report,John Dreamer,End of My Journey,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00583,s00527,1,report,Moby,When It's Cold I'd Like to Die,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00584,s00269,1,report,Gallant,Weight in Gold,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00585,s00003,1,report,Aaron Guidry,Beyond Aspen,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00586,s00769,1,report,Toby Fox,Fallen Down (Reprise),NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00587,s00409a,6,report,John Stafford Smith,The Star-Spangled Banner,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00588,s00103,1,report,Branch Circus,Heart Attack - Relax,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00589,s00572,1,report,Paramore,Let the Flames Begin,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00590,s00201,1,report,Dream Theater,Space-Dye Vest,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00591,s00794,1,report,Vy1v4,Fairytale,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00592,s00067,1,report,Back-On,Infinity,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00593,s00220,1,report,Erik Satie,Gymnopédies and Gnossiennes,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00594,s00327,2,report,Howard Shore,Concerning Hobbits,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00595,s00540,1,report,NA,God Rest You Merry Gentlemen,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00596,s00212,1,report,Elton John,Circle of Life,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00597,s00026,1,report,Amanda Palmer,Astronaut,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00598,s00753,1,report,The Sherman Brothers,Substitutiary Locomotion,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00599,s00687,1,report,Shogun,Lotus,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00600,s00318,1,report,Hiroyuki Sawano,Before My Body Is Dry,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00601,s00356,1,report,JAM Project,The Hero!!,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00602,s00829,1,report,zts,Iconoclasm,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00603,s00686,1,report,Shibayan,Dream of Utopia,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00604,s00727,1,report,Tenmon,Prison Lullaby,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00605,s00248,1,report,Fractured,Haunted Memories,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00606,s00202,1,report,Earl Sweatshirt,DNA,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00607,s00427,1,report,Kanye West,Only One,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00608,s00463,1,report,Lin-Manuel Miranda,Yorktown (The World Turned Upside Down),NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00609,s00616,1,report,Radiohead,Like Spinning Plates,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00610,s00075,1,report,Bell X1,Bad Skin Day,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00611,s00073,1,report,Beirut,Guyamas Sonora,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00612,s00343,1,report,Imagine Dragons,Shots,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00613,s00704,1,report,St. Lucia,Elevate,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00614,s00648,1,report,Ringo Deathstarr,Two Girls,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00615,s00598,1,report,Poets of the Fall,Lift,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00616,s00557,1,report,New Order,The Perfect Kiss,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00617,s00297,6,report,Gustav Holst,The Planets - Op. 32,Venus,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00618,s00120,1,report,Camille Saint-Saëns,Samson and Delilah - Op. 47,Bacchanale,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00619,s00430,1,report,Kat Krazy,Siren,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00620,s00735,1,report,The Cat Empire,All Night Loud,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00621,s00152,1,report,Coldplay,Fix You,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00622,s00554,1,report,Neil Diamond,Hello Again,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00623,s00287a,3,report,Giacomo Puccini,Turandot,Nessun Dorma,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00624,s00369,1,report,Jeff Williams,Divide,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00625,s00523,1,report,Mili,Colourful,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00626,s00522,1,report,Mili,Bathtub Mermaid,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00627,s00462,1,report,Lin-Manuel Miranda,Blackout,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00628,s00487,1,report,Madvillain,Operation Lifesaver,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00629,s00593,1,report,Pink Floyd,The Great Gig in the Sky,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00630,s00390,1,report,Johann Sebastian Bach,The Art of Fugue - BWV 1080,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00631,s00040,1,report,Animal Collective,In the Flowers,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00632,s00011,1,report,Adolphe Adam,O Holy Night,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00633,s00721,1,report,Susanne Sundfør,Fade Away,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00634,s00193,1,report,Dmitri Shostakovich,Suite for Variety Orchestra,Waltz 2,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00635,s00785,1,report,Trevor Morris,The Dawn Will Come,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00636,s00414,1,report,Johnny Cash,Hurt,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00637,s00584,1,report,Peter Gabriel,My Body Is a Cage,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00638,s00700,1,report,Slowdive,Alison,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00639,s00071,1,report,Bassnectar,Frog Song,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00640,s00623,1,report,Radwimps,Your Name,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00641,s00024,1,report,Alexandros,Moon Song,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00642,s00802,1,report,Will Todd,My Lord Has Come,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00643,s00722,1,report,Swedish House Mafia,Don't You Worry Child,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00644,s00207,1,report,Edward Elgar,Pomp and Circumstance Marches - Op. 39,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00645,s00736,1,report,The Corries,A Tiree Love Song,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00646,s00137,1,report,Chris Rice,Untitled Hymn (Come to Jesus),NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00647,s00611,1,report,Queen,Who Wants to Live Forever,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00648,s00408,1,report,John Somerville,Numbers,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00649,s00552,1,report,Nae Plans,Friday the 13th,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00650,s00130,1,report,Charles Ives,In the Mornin',NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00651,s00097,1,report,Bon Jovi,Dry County,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00652,s00109,1,report,Bruce Springsteen,Empty Sky,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00653,s00243,1,report,Five Finger Death Punch,Lift Me Up,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00654,s00511,1,report,Metallica,Master of Puppets,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00655,s00033,1,report,Andrea Bocelli,Besame Mucho,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00656,s00610,1,report,Queen,Don't Stop Me Now,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00657,s00174,1,report,David Bowie,Nature Boy,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00658,s00117,1,report,Burial,Archangel,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00659,s00436,1,report,Kings of Leon,Cold Desert,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00660,s00759,1,report,The xx,Angels,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00661,s00163,1,report,Dan Schutte,Here I Am Lord,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00662,s00140,1,report,Cinematic Orchestra,To Build a Home,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00663,s00211,1,report,Ellie Goulding,How Long Will I Love You,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00664,s00111,1,report,Bruce Springsteen,Thunder Road,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00665,s00079,1,report,Beyoncé,Listen,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00666,s00688,1,report,Sia,Chandelier,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00667,s00713,2,report,Sting,Fields of Gold,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00668,s00666,1,report,Sam Smith,Lay Me Down,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00669,s00793,1,report,Vitamin String Quartet,Sweater Weather,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00670,s00108,1,report,Bruce Springsteen,Drive All Night,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00671,s00578,1,report,Pearl Jam,Jeremy,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00672,s00053,1,report,Arcade Fire,No Cars Go,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00673,s00461,1,report,LIFE Worship,Wide Open Space,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00674,s00653,1,report,Robert Miles,One and One,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00675,s00458,1,report,Les Misérables Cast,Do You Hear the People Sing?,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00676,s00262,1,report,Frédéric Chopin,Nocturne No. 20 in C# minor - Op. posth.,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00677,s00083,1,report,Billie Holiday,Strange Fruit,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00678,s00672,1,report,Scorpions,We'll Burn the Sky,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00679,s00417,2,report,José González,Heartbeats,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00680,s00635,1,report,Regina Spektor,The Call,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00681,s00434,1,report,Kelly Clarkson,It's Quiet Uptown,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00682,s00791,1,report,Veridia,Mystery of the Invisible,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00683,s00455,1,report,Leonard Bernstein,Chichester Psalms,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00684,s00378,1,report,Joe Hisaishi,Orbis,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00685,s00828,1,report,Zedd,Done With Love,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00686,s00541,1,report,NA,I Heard the Bells on Christmas Day,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00687,s00221,2,report,Ernest Bloch,Prayer,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00688,s00251,1,report,Frank Sinatra,New York New York (Remix Rafael Zago),NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00689,s00658,1,report,Roger Waters,The Wall,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00690,s00009,1,report,Adele,Someone Like You,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00691,s00238,1,report,Fergie,Big Girls Don't Cry,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00692,s00755,1,report,The Supremes,Where Did Our Love Go,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00693,s00413,1,report,Johnny Cash,Folsom Prison Blues,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00694,s00086,1,report,Bing Crosby,White Christmas,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00695,s00582,1,report,Pet Shop Boys,Always on My Mind,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00696,s00172,1,report,David Bowie,Ashes to Ashes,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00697,s00176,1,report,David Gilmour,High Hopes,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00698,s00447,1,report,Lana Del Rey,West Coast,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00699,s00591,1,report,Pink Floyd,Talkin' Hawkin,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00700,s00244,1,report,Fleetwood Mac,The Chain,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00701,s00209,1,report,Electric Light Orchestra,Out of the Blue,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00702,s00175,1,report,David Bowie,Starman,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00703,s00416,1,report,Joni Mitchell,Both Sides Now,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00704,s00774,1,report,Tony Britten,Champions League,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00705,s00467,1,report,Luciano Pavarotti,Caruso,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00706,s00337,1,report,Igor Stravinsky,Symphony of Psalms,Mvt. 3,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00707,s00208,4,report,Edward Elgar,Variations on an Original Theme - Op. 36 (Enigma Variations),Var. 9 (Nimrod),NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00708,s00351,1,report,Jacob Collier,Hideaway,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00709,s00506,1,report,Max Richter,On the Nature of Daylight,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00710,s00526,1,report,Missy Higgins,The Sound of White,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00711,s00146,1,report,Claude Debussy,Syrinx - L. 129,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00712,s00781,1,report,Train,Hey - Soul Sister,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00713,s00732,1,report,The Beatles,Blackbird,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00714,s00771,1,report,Tom Baxter,Light Me Up,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00715,s00697,2,report,Sinéad O'Connor,Nothing Compares 2 U,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00716,s00293,1,report,Golden Sounds,Zamina Mina (Zangaléwa),NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00717,s00456c,4,report,Leonard Cohen,Hallelujah,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00718,s00724,1,report,Taizé,O Lord Hear My Prayer,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00719,s00448,1,report,Lea Salonga,This is the Hour,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00720,s00203,1,report,Eddie from Ohio,Atlantic,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00721,s00600,1,report,Porter Robinson,Goodbye to a World,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00722,s00564,1,report,ODESZA,Memories That You Call,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00723,s00424,1,report,Joy Division,Transmission,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00724,s00144,2,report,Claude Debussy,Prelude to the Afternoon of a Faun - L. 86,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00725,s00673,1,report,Scott Walker,The Plague,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00726,s00425,1,report,Joyce Jonathan,Les Filles d'aujourd'hui,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00727,s00536,1,report,Muse,New Born,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00728,s00104,1,report,Brandon Flowers,The Way It's Always Been,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00729,s00509,1,report,Meatloaf,Bat Out of Hell,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00730,s00799,2,report,Whitney Houston,I Will Always Love You,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00731,s00358,4,report,James Horner,My Heart Will Go On,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00732,s00159,1,report,Crisis,Afraid,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00733,s00627,1,report,Rainforest Spiritual Enslavement,Homes Built Over the Sea,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00734,s00035,1,report,Andy Stott,New Romantic,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00735,s00105,1,report,Brian Eno,Triennale,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00736,s00538,1,report,Mykola Leontovych,Carol of the Bells,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00737,s00287b,3,report,Giacomo Puccini,Turandot,Nessun Dorma,NA,Interpreted by Aretha Franklin
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00738,s00567,1,report,Opeth,Faith in Others,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00739,s00341,1,report,Imagine Dragons,Demons,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00740,s00012,1,report,Adrian von Ziegler,Wolf Blood,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00741,s00151,1,report,Coheed and Cambria,Mother Superior,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00742,s00639,1,report,Richard Strauss,Eine Alpensinfonie - Op. 64,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00743,s00229,1,report,Explosions in the Sky,Your Hand in Mine,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00744,s00761,1,report,This Will Destroy You,The Mighty Rio Grande,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00745,s00332,1,report,Hubert Parry,I Was Glad,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00746,s00798,1,report,Weezer,Only in Dreams,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00747,s00595,1,report,Pink Floyd,Wish You Were Here,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00748,s00756,1,report,The Temper Trap,Sweet Disposition,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00749,s00375,1,report,Joanna Newsom,Anecdotes,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00750,s00618,1,report,Radiohead,Pyramid Song,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00751,s00693,1,report,Sigur Rós,Inní Mér Syngur Vitleysingur,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00752,s00252,1,report,Frank Turner,One Foot Before the Other,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00753,s00783,1,report,Trans-Siberian Orchestra,Sea of Clouds,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00754,s00631,1,report,Rammstein,Mein Herz Brennt,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00755,s00820,1,report,Yellowcard,Only One,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00756,s00483,1,report,Lukas Graham,7 Years,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00757,s00720,1,report,Superfruit,Rise,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00758,s00173,1,report,David Bowie,Lazarus,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00759,s00295,1,report,Guns N' Roses,November Rain,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00760,s00270,1,report,Gary Jules,Mad World,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00761,s00432,1,report,Kate Bush,This Woman's Work,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00762,s00725,1,report,Take That,A Million Love Songs,NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00763,s00661,1,report,Ronald Binge,Shipping Forecast (Sailing By),NA,NA,NA
Bannister & Eerola,2018,10.3389/fpsyg.2018.02046,m00764,s00257,1,report,Franz Schubert,String Quartet No. 14 in D minor - D. 810,NA,NA,NA
